name,team,span,mat,inns,no,runs,hs,ave,100,50,0
G Pullar,ENG,1959-1963,28,49,4,1974,175,43.86,4,12,3
N Puna,NZ,1966-1966,3,5,3,31,18*,15.50,0,0,0
PH Punjabi,IND,1955-1955,5,10,0,164,33,16.40,0,0,0
KR Pushpakumara,SL,1994-2001,23,31,12,166,44,8.73,0,0,5
PM Pushpakumara,SL,2017-2018,4,8,2,102,42*,17.00,0,0,0
AJ Pycroft,ZIM,1992-1992,3,5,0,152,60,30.40,0,1,0
Qaiser Abbas,PAK,2000-2000,1,1,0,2,2,2.00,0,0,0
Qais Ahmad,AFG,2019-2019,1,2,0,23,14,11.50,0,0,0
Qasim Umar,PAK,1983-1986,26,43,2,1502,210,36.63,3,5,2
WG Quaife,ENG,1899-1902,7,13,1,228,68,19.00,0,1,1
RJ Quiney,AUS,2012-2012,2,3,0,9,9,3.00,0,0,2
NA Quinn,SA,1929-1932,12,18,3,90,28,6.00,0,0,1
GO Rabone,NZ,1949-1955,12,20,2,562,107,31.22,1,2,0
CG Rackemann,AUS,1982-1991,12,14,4,53,15*,5.30,0,0,5
K Rabada,SA,2015-2023,60,93,17,897,47,11.80,0,0,19
NV Radford,ENG,1986-1988,3,4,1,21,12*,7.00,0,0,1
CT Radley,ENG,1978-1978,8,10,0,481,158,48.10,2,2,1
AF Rae,WI,1948-1953,15,24,2,1016,109,46.18,4,4,1
Rafiqul Islam,BAN,2002-2002,1,2,0,7,6,3.50,0,0,0
S Ragoonath,WI,1999-1999,2,4,1,13,9,4.33,0,0,1
AM Rahane,IND,2013-2022,82,140,12,4931,188,38.52,12,25,10
Rahat Ali,PAK,2013-2018,21,31,13,136,35*,7.55,0,0,8
Rahmat Shah,AFG,2018-2021,6,12,0,385,102,32.08,1,3,3
KL Rahul,IND,2014-2023,47,81,2,2642,199,33.44,7,13,7
SK Raina,IND,2010-2015,18,31,2,768,120,26.48,1,7,8
K Rai Singh,IND,1948-1948,1,2,0,26,24,13.00,0,0,0
V Rajindernath,IND,1952-1952,1,-,-,-,-,-,-,-,-
Rajinder Pal,IND,1964-1964,1,2,1,6,3*,6.00,0,0,0
Rajin Saleh,BAN,2003-2008,24,46,2,1141,89,25.93,0,7,8
CAK Rajitha,SL,2018-2023,15,20,3,110,22,6.47,0,0,6
LS Rajput,IND,1985-1985,2,4,0,105,61,26.25,0,1,1
SLV Raju,IND,1990-2001,28,34,10,240,31,10.00,0,0,3
S Ramadhin,WI,1950-1961,43,58,14,361,44,8.20,0,0,14
WV Raman,IND,1988-1997,11,19,1,448,96,24.88,0,4,4
CPH Ramanayake,SL,1988-1993,18,24,9,143,34*,9.53,0,0,7
C Ramaswami,IND,1936-1936,2,4,1,170,60,56.66,0,1,0
GS Ramchand,IND,1952-1960,33,53,5,1180,109,24.58,2,5,6
RR Ramdass,WI,2005-2005,1,2,0,26,23,13.00,0,0,0
D Ramdin,WI,2005-2016,74,126,14,2898,166,25.87,4,15,9
S Ramesh,IND,1999-2001,19,37,1,1367,143,37.97,2,8,3
Ramiz Raja,PAK,1984-1997,57,94,5,2833,122,31.83,2,22,7
L Ramji,IND,1933-1933,1,2,0,1,1,0.50,0,0,1
D Ramnarine,WI,1998-2002,12,21,4,106,35*,6.23,0,0,8
R Rampaul,WI,2009-2012,18,31,8,335,40*,14.56,0,0,6
MR Ramprakash,ENG,1991-2002,52,92,6,2350,154,27.32,2,12,12
AN Ranasinghe,SL,1982-1982,2,4,0,88,77,22.00,0,1,1
A Ranatunga,SL,1982-2000,93,155,12,5105,135*,35.69,4,38,12
D Ranatunga,SL,1989-1989,2,3,0,87,45,29.00,0,0,0
S Ranatunga,SL,1994-1997,9,17,1,531,118,33.18,2,2,1
U Ranchod,ZIM,1993-1993,1,2,0,8,7,4.00,0,0,0
DW Randall,ENG,1977-1984,47,79,5,2470,174,33.37,7,12,14
CR Rangachari,IND,1948-1948,4,6,3,8,8*,2.66,0,0,3
KM Rangnekar,IND,1947-1948,3,6,0,33,18,5.50,0,0,2
VB Ranjane,IND,1958-1964,7,9,3,40,16,6.66,0,0,1
Ranjan Das,BAN,2000-2000,1,2,0,2,2,1.00,0,0,1
KS Ranjitsinhji,ENG,1896-1902,15,26,4,989,175,44.95,2,6,2
WB Rankin,ENG/IRE,2014-2019,3,6,1,43,17,8.60,0,0,1
VS Ransford,AUS,1907-1912,20,38,6,1211,143*,37.84,1,7,2
Raqibul Hasan,BAN,2008-2011,9,18,1,336,65,19.76,0,1,2
AU Rashid,ENG,2015-2019,19,33,5,540,61,19.28,0,2,3
Rashid Khan,PAK,1982-1985,4,6,3,155,59,51.66,0,1,1
Rashid Khan,AFG,2018-2021,5,7,0,106,51,15.14,0,1,0
Rashid Latif,PAK,1992-2003,37,57,9,1381,150,28.77,1,7,4
V Rathour,IND,1996-1997,6,10,0,131,44,13.10,0,0,0
RJ Ratnayake,SL,1983-1992,23,36,6,433,56,14.43,0,2,5
JR Ratnayeke,SL,1982-1989,22,38,6,807,93,25.21,0,5,5
A Ratra,IND,2002-2002,6,10,1,163,115*,18.11,1,0,1
JA Raval,NZ,2016-2020,24,39,1,1143,132,30.07,1,7,3
R Ravindra,NZ,2021-2022,3,6,1,73,18*,14.60,0,0,0
V Razdan,IND,1989-1989,2,2,1,6,6*,6.00,0,0,1
CMW Read,ENG,1999-2007,15,23,4,360,55,18.94,0,1,5
HD Read,ENG,1935-1935,1,-,-,-,-,-,-,-,-
JM Read,ENG,1882-1893,17,29,2,461,57,17.07,0,2,3
WW Read,ENG,1882-1893,18,27,1,720,117,27.69,1,5,0
B Reddy,IND,1979-1979,4,5,1,38,21,9.50,0,0,2
AJ Redmond,NZ,2008-2013,8,16,1,325,83,21.66,0,2,1
RE Redmond,NZ,1973-1973,1,2,0,163,107,81.50,1,1,0
IR Redpath,AUS,1964-1976,66,120,11,4737,171,43.45,8,31,9
JC Reedman,AUS,1894-1894,1,2,0,21,17,10.50,0,0,0
DA Reeve,ENG,1992-1992,3,5,0,124,59,24.80,0,1,1
MR Rege,IND,1949-1949,1,2,0,15,15,7.50,0,0,1
SF Rehman,PAK,1958-1958,1,2,0,10,8,5.00,0,0,0
BA Reid,AUS,1985-1992,27,34,14,93,13,4.65,0,0,6
JF Reid,NZ,1979-1986,19,31,3,1296,180,46.28,6,2,4
JR Reid,NZ,1949-1965,58,108,5,3428,142,33.28,6,22,5
N Reid,SA,1921-1921,1,2,0,17,11,8.50,0,0,0
FL Reifer,WI,1997-2009,6,12,0,111,29,9.25,0,0,3
RA Reifer,WI,2017-2023,7,12,1,285,62,25.90,0,3,1
PR Reiffel,AUS,1992-1998,35,50,14,955,79*,26.52,0,6,5
AE Relf,ENG,1903-1914,13,21,3,416,63,23.11,0,1,1
DA Renneberg,AUS,1966-1968,8,13,7,22,9,3.66,0,0,3
GJ Rennie,ZIM,1997-2002,23,46,1,1023,93,22.73,0,7,5
JA Rennie,ZIM,1993-1997,4,6,1,62,22,12.40,0,0,1
MT Renshaw,AUS,2016-2023,14,24,2,645,184,29.31,1,3,1
HJ Rhodes,ENG,1959-1959,2,1,1,0,0*,-,0,0,0
JN Rhodes,SA,1992-2000,52,80,9,2532,117,35.66,3,17,4
SJ Rhodes,ENG,1994-1995,11,17,5,294,65*,24.50,0,1,1
W Rhodes,ENG,1899-1930,58,98,21,2325,179,30.19,2,11,6
Riaz Afridi,PAK,2004-2004,1,1,0,9,9,9.00,0,0,0
AR Richards,SA,1896-1896,1,2,0,6,6,3.00,0,0,1
BA Richards,SA,1970-1970,4,7,0,508,140,72.57,2,2,0
CJ Richards,ENG,1986-1988,8,13,0,285,133,21.92,1,0,2
DM Richards,WI,2009-2010,3,6,0,125,69,20.83,0,1,1
IVA Richards,WI,1974-1991,121,182,12,8540,291,50.23,24,45,10
WHM Richards,SA,1889-1889,1,2,0,4,4,2.00,0,0,1
AJ Richardson,AUS,1924-1926,9,13,0,403,100,31.00,1,2,1
DJ Richardson,SA,1992-1998,42,64,8,1359,109,24.26,1,8,7
DW Richardson,ENG,1957-1957,1,1,0,33,33,33.00,0,0,0
JA Richardson,AUS,2019-2021,3,3,0,18,9,6.00,0,0,0
MH Richardson,NZ,2000-2004,38,65,3,2776,145,44.77,4,19,1
PE Richardson,ENG,1956-1963,34,56,1,2061,126,37.47,5,9,1
RB Richardson,WI,1983-1995,86,146,12,5949,194,44.39,16,27,8
T Richardson,ENG,1893-1898,14,24,8,177,25*,11.06,0,0,3
VY Richardson,AUS,1924-1936,19,30,0,706,138,23.53,1,1,5
TL Richmond,ENG,1921-1921,1,2,0,6,4,3.00,0,0,0
KR Rickards,WI,1948-1952,2,3,0,104,67,34.66,0,1,0
RD Rickelton,SA,2022-2023,4,8,1,165,42,23.57,0,0,0
F Ridgway,ENG,1951-1952,5,6,0,49,24,8.16,0,0,2
KE Rigg,AUS,1931-1937,8,12,0,401,127,33.41,1,1,0
DT Ring,AUS,1948-1953,13,21,2,426,67,22.42,0,4,2
GM Ritchie,AUS,1982-1987,30,53,5,1690,146,35.20,3,7,1
SJ Rixon,AUS,1977-1985,13,24,3,394,54,18.76,0,2,4
Rizwan-uz-Zaman,PAK,1981-1989,11,19,1,345,60,19.16,0,3,2
CA Roach,WI,1928-1935,16,32,1,952,209,30.70,2,6,6
KAJ Roach,WI,2009-2023,77,122,25,1132,41,11.67,0,0,19
ADG Roberts,NZ,1976-1976,7,12,1,254,84*,23.09,0,1,2
AME Roberts,WI,1974-1983,47,62,11,762,68,14.94,0,3,6
AT Roberts,WI,1956-1956,1,2,0,28,28,14.00,0,0,1
AW Roberts,NZ,1930-1937,5,10,1,248,66*,27.55,0,3,0
LA Roberts,WI,1999-1999,1,1,0,0,0,0.00,0,0,1
GK Robertson,NZ,1986-1986,1,1,0,12,12,12.00,0,0,0
GR Robertson,AUS,1998-1998,4,7,0,140,57,20.00,0,1,2
JB Robertson,SA,1935-1936,3,6,1,51,17,10.20,0,0,0
JDB Robertson,ENG,1947-1952,11,21,2,881,133,46.36,2,6,0
WR Robertson,AUS,1885-1885,1,2,0,2,2,1.00,0,0,1
RWV Robins,ENG,1929-1937,19,27,4,612,108,26.60,1,4,4
OE Robinson,ENG,2021-2023,16,26,3,293,42,12.73,0,0,6
RD Robinson,AUS,1977-1977,3,6,0,100,34,16.66,0,0,0
RH Robinson,AUS,1936-1936,1,2,0,5,3,2.50,0,0,0
RT Robinson,ENG,1984-1989,29,49,5,1601,175,36.38,4,6,5
Robiul Islam,BAN,2010-2014,9,17,6,99,33,9.00,0,0,6
SD Robson,ENG,2014-2014,7,11,0,336,127,30.54,1,1,0
WV Rodriguez,WI,1962-1968,5,7,0,96,50,13.71,0,1,1
BG Rogers,ZIM,2005-2005,4,8,0,90,29,11.25,0,0,2
CJL Rogers,AUS,2008-2015,25,48,1,2015,173,42.87,5,14,1
TS Roland-Jones,ENG,2017-2017,4,6,2,82,25,20.50,0,0,0
L Ronchi,NZ,2015-2016,4,8,0,319,88,39.87,0,2,1
GRJ Roope,ENG,1973-1978,21,32,4,860,77,30.71,0,7,3
CF Root,ENG,1926-1926,3,-,-,-,-,-,-,-,-
JE Root,ENG,2012-2023,129,237,19,10948,254,50.22,29,57,12
GF Rorke,AUS,1959-1959,4,4,2,9,7,4.50,0,0,1
BC Rose,ENG,1977-1981,9,16,2,358,70,25.57,0,2,0
FA Rose,WI,1997-2000,19,28,2,344,69,13.23,0,1,2
A Rose-Innes,SA,1889-1889,2,4,0,14,13,3.50,0,0,2
TW Routledge,SA,1892-1896,4,8,0,72,24,9.00,0,0,1
AMB Rowan,SA,1947-1951,15,23,6,290,41,17.05,0,0,3
EAB Rowan,SA,1935-1951,26,50,5,1965,236,43.66,3,12,4
CG Rowe,NZ,1946-1946,1,2,0,0,0,0.00,0,0,2
GA Rowe,SA,1896-1902,5,9,3,26,13*,4.33,0,0,3
LG Rowe,WI,1972-1980,30,49,2,2047,302,43.55,7,7,2
AK Roy,IND,1969-1969,4,7,0,91,48,13.00,0,0,2
JJ Roy,ENG,2019-2019,5,10,0,187,72,18.70,0,1,1
P Roy,IND,1951-1960,43,79,4,2442,173,32.56,5,9,14
P Roy,IND,1982-1982,2,3,1,71,60*,35.50,0,1,0
VPFA Royle,ENG,1879-1879,1,2,0,21,18,10.50,0,0,0
Rubel Hossain,BAN,2009-2020,27,47,19,265,45*,9.46,0,0,7
JA Rudolph,SA,2003-2012,48,83,9,2622,222*,35.43,6,11,8
FE Rumsey,ENG,1964-1965,5,5,3,30,21*,15.00,0,0,0
MW Rushmere,SA,1992-1992,1,2,0,6,3,3.00,0,0,0
AD Russell,WI,2010-2010,1,1,0,2,2,2.00,0,0,0
CAG Russell,ENG,1920-1923,10,18,2,910,140,56.87,5,2,2
RC Russell,ENG,1988-1998,54,86,16,1897,128*,27.10,2,6,8
WE Russell,ENG,1961-1967,10,18,1,362,70,21.29,0,2,2
HD Rutherford,NZ,2013-2015,16,29,1,755,171,26.96,1,1,2
JW Rutherford,AUS,1956-1956,1,1,0,30,30,30.00,0,0,0
KR Rutherford,NZ,1985-1995,56,99,8,2465,107*,27.08,3,18,16
J Ryder,AUS,1920-1929,20,32,5,1394,201*,51.62,3,9,1
JD Ryder,NZ,2008-2011,18,33,2,1269,201,40.93,3,6,4
Sabbir Rahman,BAN,2016-2018,11,22,2,481,66,24.05,0,4,5
Sadiq Mohammad,PAK,1969-1981,41,74,2,2579,166,35.81,5,10,6
Saeed Ahmed,PAK,1958-1973,41,78,4,2991,172,40.41,5,16,2
Saeed Ajmal,PAK,2009-2014,35,53,12,451,50,11.00,0,1,9
Saeed Anwar,PAK,1990-2001,55,91,2,4052,188*,45.52,11,25,8
MJ Saggers,ENG,2003-2004,3,3,0,1,1,0.33,0,0,2
RA Saggers,AUS,1948-1950,6,5,2,30,14,10.00,0,0,0
WP Saha,IND,2010-2021,40,56,10,1353,117,29.41,3,6,6
Saif Hassan,BAN,2020-2021,6,11,0,159,43,14.45,0,0,3
NA Saini,IND,2021-2021,2,3,1,8,5,4.00,0,0,0
Sajedul Islam,BAN,2008-2013,3,6,0,18,6,3.00,0,0,1
Sajid Khan,PAK,2021-2022,7,7,0,73,21,10.42,0,0,0
Salahuddin,PAK,1965-1969,5,8,2,117,34*,19.50,0,0,0
Saleem Altaf,PAK,1967-1978,21,31,12,276,53*,14.52,0,1,4
Saleem Elahi,PAK,1995-2003,13,24,1,436,72,18.95,0,1,6
Saleem Jaffar,PAK,1986-1992,14,14,6,42,10*,5.25,0,0,4
Saleem Malik,PAK,1982-1999,103,154,22,5768,237,43.69,15,29,12
Saleem Yousuf,PAK,1982-1990,32,44,5,1055,91*,27.05,0,5,2
IDK Salisbury,ENG,1992-2000,15,25,3,368,50,16.72,0,1,4
Salman Butt,PAK,2003-2010,33,62,0,1889,122,30.46,3,10,6
MAR Samarasekera,SL,1988-1991,4,7,0,118,57,16.85,0,1,1
DP Samaraweera,SL,1993-1995,7,14,0,211,42,15.07,0,0,1
TT Samaraweera,SL,2001-2013,81,132,20,5462,231,48.76,14,30,11
S Samarawickrama,SL,2017-2023,6,9,1,229,104*,28.62,1,0,2
Sami Aslam,PAK,2015-2017,13,25,1,758,91,31.58,0,7,0
DJG Sammy,WI,2007-2013,38,63,2,1323,106,21.68,1,5,8
MN Samuels,WI,2000-2016,71,127,7,3917,260,32.64,7,24,14
RG Samuels,WI,1996-1997,6,12,2,372,125,37.20,1,1,0
SV Samuelson,SA,1910-1910,1,2,0,22,15,11.00,0,0,0
PADLR Sandakan,SL,2016-2018,11,17,6,117,25,10.63,0,0,0
A Sandham,ENG,1921-1930,14,23,0,879,325,38.21,2,3,3
BS Sandhu,IND,1983-1983,8,11,4,214,71,30.57,0,2,1
A Sanford,WI,2002-2004,11,17,2,72,18*,4.80,0,0,2
KC Sangakkara,SL,2000-2015,134,233,17,12400,319,57.40,38,52,11
RL Sanghvi,IND,2001-2001,1,2,0,2,2,1.00,0,0,1
MJ Santner,NZ,2015-2021,24,32,1,766,126,24.70,1,2,3
Sanuar Hossain,BAN,2001-2003,9,18,0,345,49,19.16,0,0,1
Saqlain Mushtaq,PAK,1995-2004,49,78,14,927,101*,14.48,1,2,13
Sarandeep Singh,IND,2000-2002,3,2,1,43,39*,43.00,0,0,0
DN Sardesai,IND,1961-1972,30,55,4,2001,212,39.23,5,9,4
Sarfaraz Ahmed,PAK,2010-2023,51,90,13,2992,118,38.85,4,21,4
Sarfraz Nawaz,PAK,1969-1984,55,72,13,1045,90,17.71,0,4,6
RR Sarwan,WI,2000-2011,87,154,8,5842,291,40.01,15,31,12
CT Sarwate,IND,1946-1951,9,17,1,208,37,13.00,0,0,4
Saud Shakeel,PAK,2022-2023,5,10,2,580,125*,72.50,1,5,0
JV Saunders,AUS,1902-1908,14,23,6,39,11*,2.29,0,0,8
RC Saxena,IND,1967-1967,1,2,0,25,16,12.50,0,0,0
Sayed Shirzad,AFG,2021-2021,1,-,-,-,-,-,-,-,-
CJ Sayers,AUS,2018-2018,1,2,0,0,0,0.00,0,0,2
RO Scarlett,WI,1960-1960,3,4,1,54,29*,18.00,0,0,0
CP Schofield,ENG,2000-2000,2,3,0,67,57,22.33,0,1,1
BN Schultz,SA,1992-1997,9,8,2,9,6,1.50,0,0,3
SS Schultz,ENG,1879-1879,1,2,1,20,20,20.00,0,0,0
RO Schwarz,SA,1906-1912,20,35,8,374,61,13.85,0,1,6
AHP Scott,WI,1953-1953,1,1,0,5,5,5.00,0,0,0
HJH Scott,AUS,1884-1886,8,14,1,359,102,27.61,1,1,0
OC Scott,WI,1928-1931,8,13,3,171,35,17.10,0,0,1
RH Scott,NZ,1947-1947,1,1,0,18,18,18.00,0,0,0
VJ Scott,NZ,1946-1952,10,17,1,458,84,28.62,0,3,1
WH Scotton,ENG,1881-1887,15,25,2,510,90,22.17,0,3,2
BJ Sealey,WI,1933-1933,1,2,0,41,29,20.50,0,0,0
JED Sealy,WI,1930-1939,11,19,2,478,92,28.11,0,3,2
AW Seccull,SA,1896-1896,1,2,1,23,17*,23.00,0,0,0
V Sehwag,ICC/IND,2001-2013,104,180,6,8586,319,49.34,23,32,16
TAP Sekhar,IND,1983-1983,2,1,1,0,0*,-,0,0,0
J Selby,ENG,1877-1882,6,12,1,256,70,23.27,0,2,0
RHD Sellers,AUS,1964-1964,1,1,0,0,0,0.00,0,0,1
MWW Selvey,ENG,1976-1977,3,5,3,15,5*,7.50,0,0,1
PK Sen,IND,1948-1952,14,18,4,165,25,11.78,0,0,1
CP Senanayake,SL,1991-1991,3,5,0,97,64,19.40,0,1,1
SMSM Senanayake,SL,2013-2014,1,1,0,5,5,5.00,0,0,0
AK Sengupta,IND,1959-1959,1,2,0,9,8,4.50,0,0,0
CS Serjeant,AUS,1977-1978,12,23,1,522,124,23.72,1,2,4
DG Sewell,NZ,1997-1997,1,1,1,1,1*,-,0,0,0
MA Seymour,SA,1963-1970,7,10,3,84,36,12.00,0,0,3
Shabbir Ahmed,PAK,2003-2005,10,15,5,88,24*,8.80,0,0,4
D Shackleton,ENG,1950-1963,7,13,7,113,42,18.83,0,0,0
Shadab Kabir,PAK,1996-2002,5,7,0,148,55,21.14,0,1,0
Shadab Khan,PAK,2017-2020,6,11,2,300,56,33.33,0,3,0
Shadman Islam,BAN,2018-2022,13,25,1,559,115*,23.29,1,2,3
Shafiq Ahmed,PAK,1974-1981,6,10,1,99,27*,11.00,0,0,3
Shafiul Islam,BAN,2010-2017,11,21,1,211,53,10.55,0,1,2
Shafqat Rana,PAK,1964-1969,5,7,0,221,95,31.57,0,2,1
OA Shah,ENG,2006-2009,6,10,0,269,88,26.90,0,2,0
Shahadat Hossain,BAN,2005-2015,38,69,17,521,40,10.01,0,0,10
Shaheen Shah Afridi,PAK,2018-2022,25,32,8,145,19,6.04,0,0,8
Shahidullah,AFG,2021-2021,1,1,0,0,0,0.00,0,0,1
Shahid Afridi,PAK,1998-2010,27,48,1,1716,156,36.51,5,8,6
Shahid Israr,PAK,1976-1976,1,1,1,7,7*,-,0,0,0
Shahid Mahboob,PAK,1989-1989,1,-,-,-,-,-,-,-,-
Shahid Mahmood,PAK,1962-1962,1,2,0,25,16,12.50,0,0,0
Shahid Nazir,PAK,1996-2007,15,19,3,194,40,12.12,0,0,3
Shahid Saeed,PAK,1989-1989,1,1,0,12,12,12.00,0,0,0
Shahriar Hossain,BAN,2000-2004,3,5,0,99,48,19.80,0,0,0
Shahriar Nafees,BAN,2005-2013,24,48,0,1267,138,26.39,1,7,4
A Shahzad,ENG,2010-2010,1,1,0,5,5,5.00,0,0,0
Shakeel Ahmed snr,PAK,1998-1998,1,1,0,1,1,1.00,0,0,0
Shakeel Ahmed jnr,PAK,1993-1995,3,5,0,74,33,14.80,0,0,1
WA Shalders,SA,1899-1907,12,23,1,355,42,16.13,0,0,4
T Shamsi,SA,2016-2018,2,4,3,20,18*,20.00,0,0,0
Shamsur Rahman,BAN,2014-2014,6,12,0,305,106,25.41,1,0,1
MD Shanaka,SL,2016-2021,6,12,2,140,66*,14.00,0,1,2
Shan Masood,PAK,2013-2023,28,53,0,1500,156,28.30,4,6,7
Shakib Al Hasan,BAN,2007-2023,66,121,7,4454,217,39.07,5,31,5
Sharjeel Khan,PAK,2017-2017,1,2,0,44,40,22.00,0,0,0
AK Sharma,IND,1988-1988,1,2,0,53,30,26.50,0,0,0
C Sharma,IND,1984-1989,23,27,9,396,54,22.00,0,1,2
G Sharma,IND,1985-1990,5,4,1,11,10*,3.66,0,0,2
I Sharma,IND,2007-2021,105,142,47,785,57,8.26,0,1,34
KV Sharma,IND,2014-2014,1,2,1,8,4*,8.00,0,0,0
PH Sharma,IND,1974-1977,5,10,0,187,54,18.70,0,1,0
RG Sharma,IND,2013-2023,49,83,9,3379,212,45.66,9,14,4
SK Sharma,IND,1988-1990,2,3,1,56,38,28.00,0,0,1
J Sharp,ENG,1909-1909,3,6,2,188,105,47.00,1,1,0
DA Sharpe,PAK,1959-1959,3,6,0,134,56,22.33,0,1,0
JW Sharpe,ENG,1890-1892,3,6,4,44,26,22.00,0,0,0
PJ Sharpe,ENG,1963-1969,12,21,4,786,111,46.23,1,4,1
RJ Shastri,IND,1981-1992,80,121,14,3830,206,35.79,11,12,9
A Shaw,ENG,1877-1882,7,12,1,111,40,10.09,0,0,1
PP Shaw,IND,2018-2020,5,9,1,339,134,42.37,1,2,1
AP Sheahan,AUS,1967-1974,31,53,6,1594,127,33.91,2,7,3
BK Shepherd,AUS,1963-1965,9,14,2,502,96,41.83,0,5,1
JN Shepherd,WI,1969-1971,5,8,0,77,32,9.62,0,0,2
Rev.DS Sheppard,ENG,1950-1963,22,33,2,1172,119,37.80,3,6,2
GH Shepstone,SA,1896-1899,2,4,0,38,21,9.50,0,0,1
PW Sherwell,SA,1906-1911,13,22,4,427,115,23.72,1,1,1
M Sherwin,ENG,1887-1888,3,6,4,30,21*,15.00,0,0,1
GC Shillingford,WI,1969-1972,7,8,1,57,25,8.14,0,0,1
IT Shillingford,WI,1977-1978,4,7,0,218,120,31.14,1,0,0
S Shillingford,WI,2010-2014,16,26,6,266,53*,13.30,0,1,7
SG Shinde,IND,1946-1952,7,11,5,85,14,14.16,0,0,0
S Shivnarine,WI,1978-1979,8,14,1,379,63,29.15,0,4,2
Shoaib Akhtar,PAK,1997-2007,46,67,13,544,47,10.07,0,0,11
Shoaib Malik,PAK,2001-2015,35,60,6,1898,245,35.14,3,8,6
Shoaib Mohammad,PAK,1983-1995,45,68,7,2705,203*,44.34,7,13,6
RH Shodhan,IND,1952-1953,3,4,1,181,110,60.33,1,0,0
Shoriful Islam,BAN,2021-2023,6,9,2,42,26,6.00,0,0,3
A Shrewsbury snr,ENG,1881-1893,23,40,4,1277,164,35.47,3,4,1
MJF Shrimpton,NZ,1963-1974,10,19,0,265,46,13.94,0,0,6
Shubman Gill,IND,2020-2023,15,28,2,890,128,34.23,2,4,2
Shujauddin,PAK,1954-1962,19,32,6,395,47,15.19,0,0,3
RC Shukla,IND,1982-1982,1,-,-,-,-,-,-,-,-
M Shumba,ZIM,2021-2023,4,8,0,111,41,13.87,0,0,0
J Shuter,ENG,1888-1888,1,1,0,28,28,28.00,0,0,0
K Shuttleworth,ENG,1970-1971,5,6,0,46,21,7.66,0,0,1
Shuvagata Hom,BAN,2014-2016,8,15,4,244,50,22.18,0,1,3
V Sibanda,ZIM,2003-2014,14,28,0,591,93,21.10,0,2,3
DP Sibley,ENG,2019-2021,22,39,3,1042,133*,28.94,2,5,6
IR Siddiqui,IND,2001-2001,1,2,1,29,24,29.00,0,0,0
PM Siddle,AUS,2008-2019,67,94,15,1164,51,14.73,0,2,17
A Sidebottom,ENG,1985-1985,1,1,0,2,2,2.00,0,0,0
RJ Sidebottom,ENG,2001-2010,22,31,11,313,31,15.65,0,0,3
NS Sidhu,IND,1983-1999,51,78,2,3202,201,42.13,9,15,9
IJ Siedle,SA,1928-1936,18,34,0,977,141,28.73,1,5,3
MW Sievers,AUS,1936-1937,3,6,1,67,25*,13.40,0,0,0
Sikandar Raza,ZIM,2013-2021,17,33,0,1187,127,35.96,1,8,3
Sikander Bakht,PAK,1976-1983,26,35,12,146,22*,6.34,0,0,4
ARS Silva,SL,2017-2019,12,23,3,702,109,35.10,1,5,2
JK Silva,SL,2011-2018,39,74,0,2099,139,28.36,3,12,6
KJ Silva,SL,1995-1998,7,4,1,6,6*,2.00,0,0,3
LPC Silva,SL,2006-2008,11,17,1,537,152*,33.56,1,2,3
SAR Silva,SL,1983-1988,9,16,2,353,111,25.21,2,0,1
CEW Silverwood,ENG,1996-2002,6,7,3,29,10,7.25,0,0,2
LMP Simmons,WI,2009-2011,8,16,0,278,49,17.37,0,0,1
PV Simmons,WI,1988-1997,26,47,2,1002,110,22.26,1,4,4
RB Simpson,AUS,1957-1978,62,111,7,4869,311,46.81,10,27,8
RT Simpson,ENG,1948-1955,27,45,3,1401,156*,33.35,4,6,6
GHT Simpson-Hayward,ENG,1910-1910,5,8,1,105,29*,15.00,0,0,1
JM Sims,ENG,1935-1937,4,4,0,16,12,4.00,0,0,1
BW Sinclair,NZ,1963-1968,21,40,1,1148,138,29.43,3,3,5
IM Sinclair,NZ,1956-1956,2,4,1,25,18*,8.33,0,0,2
JH Sinclair,SA,1896-1911,25,47,1,1069,106,23.23,3,3,7
MS Sinclair,NZ,1999-2010,33,56,5,1635,214,32.05,3,4,4
DJ Sincock,AUS,1964-1966,3,4,1,80,29,26.66,0,0,0
RA Sinfield,ENG,1938-1938,1,1,0,6,6,6.00,0,0,0
CK Singh,WI,1960-1960,2,3,0,11,11,3.66,0,0,2
R Singh,IND,1999-1999,1,1,0,0,0,0.00,0,0,1
RP Singh,IND,2006-2011,14,19,3,116,30,7.25,0,0,7
RR Singh,IND,1998-1998,1,2,0,27,15,13.50,0,0,0
VA Singh,WI,2017-2017,3,6,0,63,32,10.50,0,0,0
VRV Singh,IND,2006-2007,5,6,2,47,29,11.75,0,0,0
L Sipamla,SA,2020-2022,3,4,1,15,10*,5.00,0,0,2
TAM Siriwardana,SL,2015-2016,5,9,0,298,68,33.11,0,2,1
L Sivaramakrishnan,IND,1983-1986,9,9,1,130,25,16.25,0,0,1
WN Slack,ENG,1986-1986,3,6,0,81,52,13.50,0,1,2
KN Slater,AUS,1959-1959,1,1,1,1,1*,-,0,0,0
MJ Slater,AUS,1993-2001,74,131,7,5312,219,42.83,14,21,9
PR Sleep,AUS,1979-1990,14,21,1,483,90,24.15,0,3,4
J Slight,AUS,1880-1880,1,2,0,11,11,5.50,0,0,1
TF Smailes,ENG,1946-1946,1,1,0,25,25,25.00,0,0,0
GC Small,ENG,1986-1991,17,24,7,263,59,15.47,0,1,4
JA Small,WI,1928-1930,3,6,0,79,52,13.16,0,1,2
